Ingredient	DBpedia_link_via_stringmatch	Judgment_stringmatch	Scientific_name_via_stringmatch	dbpedia-en_via_stringmatch	DBpedia_via_spotlight	Judgment_spotlight	spotlight_conf	spotlight_support	Scientific_name_via_spotlight	dbpedia-en_via_spotlight	
ginger ale		0			http://nl.dbpedia.org/resource/Ale_(bier)	0	0.9941041551	168		http://dbpedia.org/resource/Ale	
exotic sauce		0				0					
kant-en-klare satésaus		0			http://nl.dbpedia.org/resource/Pindasaus	1	0.9999985726	20		http://dbpedia.org/resource/Peanut_sauce	
gedroogde munt		0				0					
Campofrio Jamón Serrano		0				0					
saffraan	http://nl.dbpedia.org/resource/Saffraan	1		http://dbpedia.org/resource/Saffron	http://nl.dbpedia.org/resource/Saffraan	1	0.9999989061	105		http://dbpedia.org/resource/Saffron	
runderreepjes		0				0					
Madeira	http://nl.dbpedia.org/resource/Madeira	1		http://dbpedia.org/resource/Madeira_(disambiguation)	http://nl.dbpedia.org/resource/Madeira_(eiland)	0	0.9914390067	678			
gormas 70+		0				0					
ravioli met 5 kazen		0			http://nl.dbpedia.org/resource/Ravioli	1	0.9999991647	18		http://dbpedia.org/resource/Ravioli	
zoete puntpaprika		0				0					
extra milde yoghurt		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999998159	175		http://dbpedia.org/resource/Yogurt	
kippenbouillon van tablet		0				0					
yoghurtdressing bieslook		0			http://nl.dbpedia.org/resource/Bieslook	1	0.9999988723	54	Allium schoenoprasum	http://dbpedia.org/resource/Chives	
tofu		0			http://nl.dbpedia.org/resource/Tofoe	1	0.9999992397	62		http://dbpedia.org/resource/Tofu	
trostomaat		0				0					
zoetzure augurk		0			http://nl.dbpedia.org/resource/Augurk	1	0.9999999993	89	Cucumis sativus	http://dbpedia.org/resource/Gherkin	
zachte zilveren parels		0				0					
petit beurre brood		0				0					
Yorkham		0				0					
slamelange landkers		0				0					
extra belegen kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9985430542	1212		http://dbpedia.org/resource/Cheese	
dessertwijn	http://nl.dbpedia.org/resource/Dessertwijn	1		http://dbpedia.org/resource/Dessert_wine	http://nl.dbpedia.org/resource/Dessertwijn	1	0.9999991079	34		http://dbpedia.org/resource/Dessert_wine	
milde kiemgroente		0				0					
geraspte jonge Goudse kaas		0			http://nl.dbpedia.org/resource/Goudse_kaas	1	0.9999999997	51		http://dbpedia.org/resource/Gouda_cheese	
witte gelatine		0			http://nl.dbpedia.org/resource/Gelatine	1	0.9999992641	151		http://dbpedia.org/resource/Gelatin	
Ardennerham		0				0					
pastasaus basilicum		0			http://nl.dbpedia.org/resource/Basilicum_(soort)	1	0.9892858576	92			
ciabattina's		0				0					
blank sesamzaad		0			http://nl.dbpedia.org/resource/Sesam	1	0.9999990375	84		http://dbpedia.org/resource/Sesame	
olijfolie mild		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
hete kippenbouillon		0				0					
risottorijst		0				0					
grove Zaanse mosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9999952747	187		http://dbpedia.org/resource/Mustard_(condiment)	
speculaasje		0				0					
teriyakisaus		0				0					
tapenade	http://nl.dbpedia.org/resource/Tapenade	1		http://dbpedia.org/resource/Tapenade		0					
grofgemalen zwarte peper		0			http://nl.dbpedia.org/resource/Peper	1	0.9999999999	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
zilverpillen		0				0					
Chinese		0				0					
korianderblaadjes		0				0					
boter of margarine		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975609982	412		http://dbpedia.org/resource/Butter	
warmgerookte zalmflakes		0				0					
bladspinazie		0				0					
meergranenbol		0				0					
gekookte gamba's		0				0					
runderbouillontablet		0				0					
ijsbergsla met tuinkruiden		0			http://nl.dbpedia.org/resource/IJsbergsla	1	0.9999985931	22			
basterdsuiker	http://nl.dbpedia.org/resource/Basterdsuiker	1		http://dbpedia.org/resource/Brown_sugar	http://nl.dbpedia.org/resource/Basterdsuiker	1	0.9999991436	44		http://dbpedia.org/resource/Brown_sugar	
groene groentemix stoomgroente		0				0					
geschilde bospeen		0				0					
verse rode pesto		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
Jambon d'Ardenne		0				0					
tortilla chips		0				0					
amandelen dry roasted		0			http://nl.dbpedia.org/resource/Keelamandel	0	0.919600494	48		http://dbpedia.org/resource/Tonsil	
lamsracks		0				0					
komijnekaas		0				0					
houmous		0				0					
Pecorino	http://nl.dbpedia.org/resource/Pecorino	1		http://dbpedia.org/resource/Pecorino	http://nl.dbpedia.org/resource/Pecorino	1	0.9999997922	40		http://dbpedia.org/resource/Pecorino	
walnotenijs		0				0					
Kanelly's		0				0					
eiernoedels		0			http://nl.dbpedia.org/resource/Noedels	1	0.9999996502	72		http://dbpedia.org/resource/Noodle	
bruine bolletjes		0				0					
aspergebroccoli		0				0					
saus	http://nl.dbpedia.org/resource/Saus	1		http://dbpedia.org/resource/Sauce		0					
schrijfstiften		0				0					
fleur de sel		0				0					
extra fijne tuinerwten		0				0					
tempuramix		0				0					
rundvlees jus		0			http://nl.dbpedia.org/resource/Rundvlees	1	0.9999986125	145		http://dbpedia.org/resource/Beef	
ambachtelijk gerookt ontbijtspek		0			http://nl.dbpedia.org/resource/Ontbijtspek	1	0.9999999138	22			
Hollandse snijbonen		0			http://nl.dbpedia.org/resource/Snijboon	1	0.9999982228	26		http://dbpedia.org/resource/Flat_bean	
gemalen kardemomfruit		0				0					
roerbaksaus		0				0					
marshmallows		0				0					
pitloze rode druiven		0				0					
visfond		0				0					
relish augurk		0			http://nl.dbpedia.org/resource/Augurk	1	0.9999991764	89	Cucumis sativus	http://dbpedia.org/resource/Gherkin	
salademix		0				0					
chocoladeblaadje		0				0					
hoisinsaus	http://nl.dbpedia.org/resource/Hoisinsaus	1		http://dbpedia.org/resource/Hoisin_sauce		0					
zalmsnippers		0				0					
penne rigate		0			http://nl.dbpedia.org/resource/Penne_(pasta)	1	0.9768265025	42		http://dbpedia.org/resource/Penne	
oude geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999997725	33		http://dbpedia.org/resource/Goat_cheese	
Surinaamse roti		0			http://nl.dbpedia.org/resource/Roti_(gerecht)	1	0.9656378988	28		http://dbpedia.org/resource/Roti	
minismarties		0				0					
tastytomtomaten		0				0					
Thaise		0				0					
champagne	http://nl.dbpedia.org/resource/Champagne	1		http://dbpedia.org/resource/Champagne_(disambiguation)	http://nl.dbpedia.org/resource/Champagne_(wijn)	1	0.9954280142	810		http://dbpedia.org/resource/Champagne	
noedels	http://nl.dbpedia.org/resource/Noedels	1		http://dbpedia.org/resource/Noodle	http://nl.dbpedia.org/resource/Noedels	1	0.9999988145	72		http://dbpedia.org/resource/Noodle	
minimozzarellabolletjes		0				0					
chocoladevlokken	http://nl.dbpedia.org/resource/Chocoladevlokken	1		http://dbpedia.org/resource/Vlokken		0					
bearnaisesaus	http://nl.dbpedia.org/resource/Bearnaisesaus	1		http://dbpedia.org/resource/Béarnaise_sauce		0					
salami	http://nl.dbpedia.org/resource/Salami	1		http://dbpedia.org/resource/Salami	http://nl.dbpedia.org/resource/Salami	1	0.9999994468	31		http://dbpedia.org/resource/Salami	
pindasaus	http://nl.dbpedia.org/resource/Pindasaus	1		http://dbpedia.org/resource/Peanut_sauce	http://nl.dbpedia.org/resource/Pindasaus	1	0.9999972866	20		http://dbpedia.org/resource/Peanut_sauce	
gemengde zeevruchten		0			http://nl.dbpedia.org/resource/Zeevruchten	1	0.9999987393	39		http://dbpedia.org/resource/Seafood	
rookvlees	http://nl.dbpedia.org/resource/Rookvlees	1		http://dbpedia.org/resource/Smoked_meat		0					
rode grapefruit		0			http://nl.dbpedia.org/resource/Grapefruit	1	0.9999996779	73	Citrus ×paradisi	http://dbpedia.org/resource/Grapefruit	
Chinese groentemix		0				0					
drumsticks		0				0					
hamburger	http://nl.dbpedia.org/resource/Hamburger	1		http://dbpedia.org/resource/Hamburger	http://nl.dbpedia.org/resource/Hamburger	1	0.9999841792	89		http://dbpedia.org/resource/Hamburger	
volkoren penne		0			http://nl.dbpedia.org/resource/Penne_(pasta)	1	0.9768265025	42		http://dbpedia.org/resource/Penne	
witte bonen in tomatensaus		0			http://nl.dbpedia.org/resource/Witte_boon	1	1	29		http://dbpedia.org/resource/Navy_bean	
shii-takes		0				0					
watermeloen	http://nl.dbpedia.org/resource/Watermeloen	1	Citrullus lanatus	http://dbpedia.org/resource/Watermelon	http://nl.dbpedia.org/resource/Watermeloen	1	0.9999989167	52	Citrullus lanatus	http://dbpedia.org/resource/Watermelon	
eikenbladsla		0				0					
sinaasappel-peperdressing		0				0					
witte puntjes		0				0					
deeg voor hartige taart		0				0					
haring in milde roomsaus		0			http://nl.dbpedia.org/resource/Haring_(soort)	1	0.9352850701	635	Clupea harengus	http://dbpedia.org/resource/Atlantic_herring	
pestospread		0				0					
Hollandsegarnalen		0				0					
augurkenplakjes		0				0					
chipolataworstje		0				0					
gemalen Goudse kaas		0			http://nl.dbpedia.org/resource/Goudse_kaas	1	0.9999999997	51		http://dbpedia.org/resource/Gouda_cheese	
Griekse yoghurt 0%		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999997668	175		http://dbpedia.org/resource/Yogurt	
gesneden rodekool		0			http://nl.dbpedia.org/resource/Rodekool	1	0.9999982092	41	Brassica oleracea convar. capitata var. rubra	http://dbpedia.org/resource/Red_cabbage	
Amsterdamse		0				0					
Cheddar Tophat		0			http://nl.dbpedia.org/resource/Cheddar_(kaas)	1	0.6317135505	19		http://dbpedia.org/resource/Cheddar_cheese	
reuzengarnalen		0				0					
gegrilde paprika		0			http://nl.dbpedia.org/resource/Paprika	1	0.9999999972	150		http://dbpedia.org/resource/Bell_pepper	
zachte noodles		0				0					
wit-casinobrood		0				0					
kalamata olijven		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999986803	328	Olea europaea	http://dbpedia.org/resource/Olive	
appeldiksap		0				0					
frituurvet		0			http://nl.dbpedia.org/resource/Frituurvet	1	0.9999990701	28			
gelatine	http://nl.dbpedia.org/resource/Gelatine	1		http://dbpedia.org/resource/Gelatin	http://nl.dbpedia.org/resource/Gelatine	1	0.9999988879	151		http://dbpedia.org/resource/Gelatin	
panklare andijvie		0			http://nl.dbpedia.org/resource/Andijvie	1	0.9999974064	57	Cichorium endivia	http://dbpedia.org/resource/Endive	
bruin casinobrood		0			http://nl.dbpedia.org/resource/Casinobrood	1	0.9999996076	15			
schenkhoning		0				0					
gemengde eikenbladsla		0				0					
jus naturel		0				0					
lekkerbekjes		0				0					
harde geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
gegrilde yorkhamreepjes		0				0					
groentebouillontabletten		0				0					
kristalsuiker		0			http://nl.dbpedia.org/resource/Tafelsuiker	1	0.9999991743	664		http://dbpedia.org/resource/Sugar	
chocolate chip cookies		0				0					
basilicumdressing		0				0					
tapenade van zwarte olijven		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999999997	328	Olea europaea	http://dbpedia.org/resource/Olive	
kokoschips		0				0					
gezouten macadamianoten		0				0					
stoneleeks		0				0					
Regato 40+ kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
roomkaas met bieslook		0			http://nl.dbpedia.org/resource/Roomkaas	1	0.9999997418	14		http://dbpedia.org/resource/Cream_cheese	
zoetzure augurken		0				0					
wok rolls		0				0					
Tasty Tom tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
bacon	http://nl.dbpedia.org/resource/Bacon	1		http://dbpedia.org/resource/Bacon_(disambiguation)		0					
zonnebloempitten		0				0					
crema all' aceto balsamico di Modena		0			http://nl.dbpedia.org/resource/Balsamicoazijn	1	0.9999999997	25		http://dbpedia.org/resource/Balsamic_vinegar	
pastasaus		0				0					
noodles		0				0					
runderchipolata		0				0					
struisvogelbiefstukjes		0				0					
passievruchten		0				0					
rauwkost komkommer		0			http://nl.dbpedia.org/resource/Rauwkost	1	0.9999995881	14		http://dbpedia.org/resource/Crudités	
piadina		0				0					
tropische fruitsalade		0				0					
rauwkost	http://nl.dbpedia.org/resource/Rauwkost	1		http://dbpedia.org/resource/Crudités	http://nl.dbpedia.org/resource/Rauwkost	1	0.9999995881	14		http://dbpedia.org/resource/Crudités	
vleestomaten		0				0					
karamelschenkstroop		0				0					
bruschetta tomaatsalade		0				0					
voorgebakken Boulogne stokbrood		0			http://nl.dbpedia.org/resource/Boulogne-sur-Mer	0	0.7580584559	522		http://dbpedia.org/resource/Boulogne-sur-Mer	
nectarines		0				0					
pesto rosso		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
malagaroomijs		0				0					
zongedroogde tomaatjes		0				0					
stukjes cashewnoot		0			http://nl.dbpedia.org/resource/Cashewnoot	1	0.9999990934	35			
pastasaus met mascarpone		0			http://nl.dbpedia.org/resource/Mascarpone	1	0.9999997535	11		http://dbpedia.org/resource/Mascarpone	
kokend water		0				0					
varkensfricandeau		0				0					
toast	http://nl.dbpedia.org/resource/Toast	1		http://dbpedia.org/resource/Toast_(disambiguation)		0					
oesterzwammen		0				0					
zuivelspread light		0				0					
zwarte bonensaus		0				0					
salieblaadjes		0				0					
magere rookworst		0			http://nl.dbpedia.org/resource/Rookworst	1	0.9999948233	22		http://dbpedia.org/resource/Rookworst	
rodekool	http://nl.dbpedia.org/resource/Rodekool	1	Brassica oleracea convar. capitata var. rubra	http://dbpedia.org/resource/Red_cabbage	http://nl.dbpedia.org/resource/Rodekool	1	0.9999982092	41	Brassica oleracea convar. capitata var. rubra	http://dbpedia.org/resource/Red_cabbage	
mokkaboontjes		0				0					
bladpeterselie		0				0					
roomijs vanille		0			http://nl.dbpedia.org/resource/Roomijs	1	0.9999999997	41		http://dbpedia.org/resource/Ice_cream	
zeewolffilet		0				0					
groene paprika		0			http://nl.dbpedia.org/resource/Paprika	1	0.999999831	150		http://dbpedia.org/resource/Bell_pepper	
gedroogd chilipepertje		0				0					
semi zongedroogde tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
Coburger ham		0			http://nl.dbpedia.org/resource/Ham_(vlees)	1	0.9937725063	159		http://dbpedia.org/resource/Ham	
bruine pistoletjes		0				0					
grote tortillawrap		0				0					
ravioli rossi		0			http://nl.dbpedia.org/resource/Ravioli	1	0.9999991647	18		http://dbpedia.org/resource/Ravioli	
roodbaarsfilet		0				0					
vanillepudding		0				0					
gesneden Chinese kool		0			http://nl.dbpedia.org/resource/Chinese_kool	1	0.9999999997	26		http://dbpedia.org/resource/Napa_cabbage	
olijfolie om te frituren		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
kaneelstengel		0				0					
sojasaus minder zout		0			http://nl.dbpedia.org/resource/Sojasaus	1	0.9953012477	67		http://dbpedia.org/resource/Soy_sauce	
friséesla		0				0					
andalousesaus	http://nl.dbpedia.org/resource/Andalousesaus	1		http://dbpedia.org/resource/Sauce_andalouse		0					
roerbakgroentemix		0				0					
kruidenmix		0				0					
mosselvlees		0				0					
ciabattabroden		0				0					
cuisine knoflook fijne kruiden		0			http://nl.dbpedia.org/resource/Knoflook	1	0.9999999884	289	Allium sativum	http://dbpedia.org/resource/Garlic	
espressopoeder		0				0					
volkoren bolletjes		0				0					
campagnard brood		0				0					
olijfolie met knoflookaroma en chilipeper		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
mini naan koriander/knoflook		0			http://nl.dbpedia.org/resource/Mini_Cooper	0	0.8696862573	38			
zongedroogde tomatenmix		0				0					
kabeljauwburgers		0				0					
kerrie	http://nl.dbpedia.org/resource/Kerrie	1		http://dbpedia.org/resource/Curry_powder	http://nl.dbpedia.org/resource/Kerrie	1	0.999999218	42		http://dbpedia.org/resource/Curry_powder	
yogonaise		0				0					
vinaigrette de dyon		0			http://nl.dbpedia.org/resource/Vinaigrette	1	0.9999995152	14		http://dbpedia.org/resource/Vinaigrette	
cheesecake ijs		0				0					
pitloze witte druiven		0				0					
aardbeienjam		0				0					
powerfruit pomegranate en raspberry		0				0					
courgettes		0				0					
Indonesische kroepoek		0			http://nl.dbpedia.org/resource/Indonesisch	0	0.7746542331	638		http://dbpedia.org/resource/Indonesian_language	
gehaktballen		0				0					
madeira	http://nl.dbpedia.org/resource/Madeira	1		http://dbpedia.org/resource/Madeira_(disambiguation)	http://nl.dbpedia.org/resource/Madeira_(wijn)	1	0.9706916876	33		http://dbpedia.org/resource/Madeira_wine	
panklare wilde spinazie		0			http://nl.dbpedia.org/resource/Spinazie	1	0.9999988907	166	Spinacia oleracea	http://dbpedia.org/resource/Spinach	
slamelange rode biet		0			http://nl.dbpedia.org/resource/Rode_biet	1	1	54		http://dbpedia.org/resource/Beetroot	
koekkruimels		0				0					
champagnesorbetijs*		0				0					
stracciatella-ijs		0				0					
Ron­de­lé fro­ma­ge de chè­vre		0				0					
koenjit		0			http://nl.dbpedia.org/resource/Kurkuma_(specerij)	1	0.9787988672	46			
funghi porcini pastasaus		0				0					
lamsoor		0			http://nl.dbpedia.org/resource/Lamsoor	1	0.9999983354	42			
Gammon ham		0			http://nl.dbpedia.org/resource/Ham_(vlees)	1	0.9937725063	159		http://dbpedia.org/resource/Ham	
tendre bûche geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
Zaanse dressing		0			http://nl.dbpedia.org/resource/Dressing	1	0.9999986366	17			
woksaus teriyaki-honing		0				0					
meergranenstokbrood		0				0					
limoendressing		0				0					
peperkorrels		0				0					
pan de ajo		0				0					
gekookte quinoa-bulgur		0				0					
bessenjenever		0				0					
kippenvleugels		0				0					
passata di pomodoro		0				0					
gegrilde-groentemix		0				0					
vijgen		0			http://nl.dbpedia.org/resource/Vijgenboom	1	0.6590810943	67		http://dbpedia.org/resource/Common_fig	
stoomgroenten broccoli-rode ui-paprika		0				0					
teriyaki woksaus		0				0					
paprika zoetzuur		0			http://nl.dbpedia.org/resource/Paprika	1	0.9999987719	150		http://dbpedia.org/resource/Bell_pepper	
stokbrood artisanale wit		0			http://nl.dbpedia.org/resource/Stokbrood	1	0.9999985414	41		http://dbpedia.org/resource/Baguette	
granaatappel vinaigrette*		0			http://nl.dbpedia.org/resource/Granaatappel	1	0.9999990559	81	Punica granatum	http://dbpedia.org/resource/Pomegranate	
